title,artist,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,has_win_award
DÃ©senchantÃ©e - Radio Edit,Kate Ryan,belgian pop,2008,140,94,52,-5,23,29,221,17,7,57,False
Moving too fast - Radio Edit,Artful Dodger,uk garage,2012,127,51,84,-11,3,52,238,9,5,57,False
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,east coast hip hop,2002,86,75,56,-4,64,49,324,1,32,56,False
Knock You Down,Keri Hilson,dance pop,2009,155,88,59,-5,17,65,326,1,16,56,False
Dragostea Din Tei - Italian Version,O-Zone,bubblegum dance,2010,130,89,67,-6,10,80,215,4,3,44,False
What A Girl Wants - Eddie Arroyo Dance Radio Edit,Christina Aguilera,dance pop,1999,130,92,75,-7,7,66,244,1,3,40,False
Impossible - Main,Shontelle,barbadian pop,2019,90,57,59,-5,11,51,226,44,4,32,False
bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,94,False
7 rings,Ariana Grande,dance pop,2019,140,32,78,-11,9,33,179,59,33,90,True
Old Town Road - Remix,Lil Nas X,country rap,2019,136,62,88,-6,11,64,157,5,10,89,True
SeÃ±orita,Shawn Mendes,canadian pop,2019,117,55,76,-6,8,75,191,4,3,88,True
rockstar (feat. 21 Savage),Post Malone,dfw rap,2018,160,52,59,-6,13,13,218,12,7,88,True
SAD!,XXXTENTACION,emo rap,2018,75,61,74,-5,12,47,167,26,14,87,True
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,90,52,76,-4,7,93,158,53,6,86,True
God's Plan,Drake,canadian hip hop,2018,77,45,75,-9,55,36,199,3,11,85,True
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,85,True
Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,85,True
I Fall Apart,Post Malone,dfw rap,2016,144,54,56,-5,20,29,223,7,4,84,True
HUMBLE.,Kendrick Lamar,conscious hip hop,2017,150,62,91,-7,10,42,177,0,10,84,True
Starboy,The Weeknd,canadian contemporary r&b,2016,186,59,68,-7,14,49,230,14,28,84,True
FRIENDS,Marshmello,brostep,2018,95,88,63,-2,13,53,203,21,5,83,False
Psycho (feat. Ty Dolla $ign),Post Malone,dfw rap,2018,140,56,75,-8,11,46,221,55,11,83,True
Congratulations,Post Malone,dfw rap,2016,123,80,63,-4,25,49,220,22,4,83,True
In My Feelings,Drake,canadian hip hop,2018,91,63,84,-6,40,35,218,6,13,83,True
The Hills,The Weeknd,canadian contemporary r&b,2015,113,56,58,-7,14,14,242,7,5,83,True
no tears left to cry,Ariana Grande,dance pop,2018,122,71,70,-6,29,35,206,4,6,83,True
Dancing On My Own,Calum Scott,pop,2018,113,17,68,-9,10,24,260,84,3,83,True
New Rules,Dua Lipa,dance pop,2017,116,70,76,-6,15,61,209,0,7,83,True
Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,-4,11,75,188,11,34,83,True
Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,83,True
Happier,Ed Sheeran,pop,2017,90,39,52,-7,14,24,208,54,3,82,True
Attention,Charlie Puth,dance pop,2018,100,61,78,-5,13,80,209,11,5,82,True
IDGAF,Dua Lipa,dance pop,2017,97,54,84,-6,8,51,218,4,9,82,True
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,122,81,87,-4,8,97,199,38,6,82,True
Scared to Be Lonely,Martin Garrix,big room,2017,138,54,58,-8,26,20,221,9,6,81,True
Whatever It Takes,Imagine Dragons,modern rock,2017,135,66,67,-5,12,56,201,4,3,81,True
Let Me Love You,DJ Snake,electronic trap,2016,100,72,65,-5,14,16,206,9,3,81,True
i hate u i love u (feat. olivia o'brien),gnash,pop,2016,93,28,49,-13,10,18,251,69,30,81,True
Silence,Marshmello,brostep,2017,142,76,52,-3,17,29,181,26,9,80,False
The Nights,Avicii,big room,2014,126,84,53,-5,25,65,177,2,4,80,True
Without You (feat. Sandro Cavazza),Avicii,big room,2017,134,86,66,-5,5,30,182,0,4,80,True
In the Name of Love,Martin Garrix,big room,2016,134,52,50,-6,45,17,196,11,4,80,True
Faded,Alan Walker,electro house,2018,180,63,47,-5,11,16,212,3,5,80,True
Story of My Life,One Direction,boy band,2013,121,66,60,-6,12,29,245,23,5,80,True
Solo (feat. Demi Lovato),Clean Bandit,dance pop,2018,105,64,74,-5,35,56,223,4,4,79,False
Love Lies (with Normani),Khalid,alternative r&b,2018,144,65,71,-6,13,34,202,10,4,79,False
Little Do You Know,Alex & Sierra,neo mellow,2014,146,29,50,-9,19,37,185,75,3,79,False
Mercy,Shawn Mendes,canadian pop,2017,148,66,56,-5,11,36,209,13,8,79,False
Exchange,Bryson Tiller,pop,2015,160,43,53,-11,14,27,195,11,19,79,False
One Last Time,Ariana Grande,dance pop,2014,125,59,63,-5,10,10,197,9,3,79,False
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,2010,120,86,66,-3,8,65,221,3,11,78,False
Give Me Everything,Pitbull,dance pop,2011,129,94,67,-3,30,53,252,19,16,78,False
Waiting For Love,Avicii,big room,2015,128,74,58,-4,20,61,231,31,5,78,False
Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,78,False
It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,78,False
Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,78,False
Payphone,Maroon 5,pop,2012,110,75,74,-5,29,55,231,2,4,78,False
PILLOWTALK,ZAYN,dance pop,2016,125,70,58,-4,9,44,203,12,5,78,False
All I Want,Kodaline,irish pop,2013,86,41,21,-10,8,16,306,17,4,78,False
Youngblood,5 Seconds of Summer,boy band,2018,120,85,60,-5,12,15,203,2,46,77,False
Symphony (feat. Zara Larsson),Clean Bandit,dance pop,2017,123,63,71,-5,14,46,212,26,6,77,False
Unsteady,X Ambassadors,indie poptimism,2015,117,67,39,-6,12,20,194,18,6,77,False
Classic,MKTO,dance pop,2012,102,79,72,-5,16,76,175,4,12,77,False
Time of Our Lives,Pitbull,dance pop,2014,124,80,72,-6,69,72,229,9,6,77,False
Please Don't Go,Joel Adams,australian pop,2015,84,77,51,-5,29,24,211,1,6,76,False
When You Love Someone,James TW,neo mellow,2019,126,45,68,-6,5,35,217,26,3,76,False
I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2016,118,45,74,-8,33,9,245,6,6,76,False
Perfect Strangers,Jonas Blue,dance pop,2018,118,86,73,-4,21,70,197,39,5,76,False
Friends (with BloodPopÂ®),Justin Bieber,canadian pop,2017,105,73,74,-5,30,62,189,0,4,75,False
September Song,JP Cooper,dance pop,2017,96,62,61,-7,9,37,220,5,4,75,False
Never Forget You,Zara Larsson,dance pop,2017,146,73,58,-6,27,28,213,0,5,75,False
Say You Won't Let Go,James Arthur,pop,2016,99,56,40,-7,9,48,211,69,5,75,False
Airplanes (feat. Hayley Williams),B.o.B,atl hip hop,2010,93,87,66,-4,4,38,180,11,12,75,False
Whistle,Flo Rida,dance pop,2012,104,94,75,-6,29,74,225,2,5,75,False
Do It Again,Pia Mia,dance pop,2015,96,56,71,-7,9,41,208,3,5,74,False
Paris,The Chainsmokers,electropop,2017,100,64,65,-7,9,25,222,2,3,74,False
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,dance pop,2015,95,52,69,-6,11,18,230,12,13,74,False
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,-3,25,51,231,50,5,74,False
No Promises (feat. Demi Lovato),Cheat Codes,dance pop,2017,113,67,74,-5,11,60,224,6,13,73,False
The Ocean (feat. Shy Martin),Mike Perry,big room,2016,90,57,63,-6,10,19,183,2,3,73,False
Capsize,FRENSHIP,electropop,2016,93,71,68,-6,69,36,238,4,3,72,False
As Long As You Love Me,Justin Bieber,canadian pop,2012,140,87,57,-3,36,61,229,8,10,72,False
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,dance pop,2017,121,87,70,-5,10,73,194,15,3,71,False
2U (feat. Justin Bieber),David Guetta,dance pop,2017,145,65,55,-6,23,56,195,22,6,71,False
Strip That Down (feat. Quavo),Liam Payne,dance pop,2019,106,50,87,-5,8,55,202,20,5,71,False
Wildest Dreams,Taylor Swift,dance pop,2014,140,66,55,-7,11,47,220,7,7,71,False
Sun Is Shining,Axwell /\ Ingrosso,big room,2017,132,76,47,-3,7,38,255,9,5,71,False
Solo Dance,Martin Jensen,big room,2016,115,85,75,-2,20,40,175,5,5,70,False
Alone,Alan Walker,electro house,2016,97,93,68,-3,12,16,161,19,5,70,False
You Don't Know Me (feat. RAYE),Jax Jones,dance pop,2019,124,67,88,-6,32,67,213,16,14,70,False
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,dance pop,2012,146,93,63,-4,10,88,258,3,8,70,False
Hurts So Good,Astrid S,dance pop,2016,120,63,67,-5,9,42,209,8,5,69,False
Five More Hours - Deorro x Chris Brown,Deorro,big room,2017,128,88,70,-3,82,50,212,3,22,69,False
She Looks So Perfect,5 Seconds of Summer,boy band,2014,160,95,49,-4,33,44,202,0,13,69,False
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,dance pop,2012,130,88,67,-3,26,55,195,6,4,69,False
Mama,Jonas Blue,dance pop,2017,104,79,74,-4,5,54,184,10,4,68,False
Don't Leave,Snakehips,dance pop,2017,122,70,66,-3,26,34,215,22,8,68,False
Drag Me Down,One Direction,boy band,2015,138,71,72,-6,5,61,192,10,4,68,False
The One That Got Away,Katy Perry,dance pop,2010,134,80,69,-4,16,88,227,0,4,66,False
Shed a Light,Robin Schulz,dance pop,2016,122,79,48,-5,26,58,191,11,10,65,False
Sex,Cheat Codes,dance pop,2016,105,69,60,-6,13,19,228,0,16,60,False
Call on Me - Ryan Riback Remix,Starley,aussietronica,2016,105,84,67,-4,16,72,222,6,4,58,False
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,2011,90,80,65,-3,27,80,211,3,10,56,False
Dynamite,Taio Cruz,dance pop,2011,120,79,76,-4,3,87,203,0,8,56,False
Break Your Heart,Taio Cruz,dance pop,2011,122,89,67,-5,24,68,185,0,3,54,False
Summer Air,ItaloBrothers,dance pop,2017,102,75,76,-4,8,49,184,6,7,43,False
All I Wanna Do,Martin Jensen,big room,2016,112,79,73,-4,7,56,194,16,7,32,False
"Hey, Soul Sister",Train,neo mellow,2010,97,89,67,-4,8,80,217,19,4,83,True
Love The Way You Lie,Eminem,detroit hip hop,2010,87,93,75,-5,52,64,263,24,23,82,True
TiK ToK,Kesha,dance pop,2010,120,84,76,-3,29,71,200,10,14,80,False
Bad Romance,Lady Gaga,dance pop,2010,119,92,70,-4,8,71,295,0,4,79,False
Just the Way You Are,Bruno Mars,pop,2010,109,84,64,-5,9,43,221,2,4,78,False
Baby,Justin Bieber,canadian pop,2010,65,86,73,-5,11,54,214,4,14,77,False
Dynamite,Taio Cruz,dance pop,2010,120,78,75,-4,4,82,203,0,9,77,False
Secrets,OneRepublic,dance pop,2010,148,76,52,-6,12,38,225,7,4,77,False
Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,2010,93,37,48,-8,12,14,216,74,3,76,False
Only Girl (In The World),Rihanna,barbadian pop,2010,126,72,79,-4,7,61,235,13,4,73,False
Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,2010,128,87,62,-4,6,47,235,3,3,73,False
Marry You,Bruno Mars,pop,2010,145,83,62,-5,10,48,230,33,4,73,False
Cooler Than Me - Single Mix,Mike Posner,dance pop,2010,130,82,77,-5,70,63,213,18,5,73,False
Telephone,Lady Gaga,dance pop,2010,122,83,83,-6,11,71,221,1,4,73,False
Like A G6,Far East Movement,dance pop,2010,125,84,44,-8,12,78,217,1,45,72,False
OMG (feat. will.i.am),Usher,atl hip hop,2010,130,75,78,-6,36,33,269,20,3,72,False
Eenie Meenie,Sean Kingston,dance pop,2010,121,61,72,-4,11,83,202,5,3,71,False
The Time (Dirty Bit),The Black Eyed Peas,dance pop,2010,128,81,82,-8,60,44,308,7,7,70,False
Alejandro,Lady Gaga,dance pop,2010,99,80,63,-7,36,37,274,0,5,69,False
Your Love Is My Drug,Kesha,dance pop,2010,120,61,83,-4,9,76,187,1,10,69,False
Meet Me Halfway,The Black Eyed Peas,dance pop,2010,130,63,80,-7,32,40,284,0,7,68,False
Whataya Want from Me,Adam Lambert,australian pop,2010,186,68,44,-5,6,45,227,1,5,66,False
Take It Off,Kesha,dance pop,2010,125,68,73,-5,9,74,215,0,3,66,False
Misery,Maroon 5,pop,2010,103,81,70,-5,22,73,216,0,4,65,False
All The Right Moves,OneRepublic,dance pop,2010,146,95,53,-4,28,65,238,26,5,65,False
Animal,Neon Trees,indie pop,2010,148,83,48,-6,38,74,212,0,4,65,False
Naturally,Selena Gomez & The Scene,dance pop,2010,133,90,61,-5,5,88,203,2,5,64,False
I Like It,Enrique Iglesias,dance pop,2010,129,94,65,-3,6,73,231,2,9,63,False
Teenage Dream,Katy Perry,dance pop,2010,120,80,72,-5,13,59,228,2,4,63,False
California Gurls,Katy Perry,dance pop,2010,125,75,79,-4,18,40,235,0,5,62,False
3,Britney Spears,dance pop,2010,135,71,70,-2,14,79,213,5,5,62,False
My First Kiss - feat. Ke$ha,3OH!3,dance pop,2010,138,89,68,-4,36,83,192,1,8,62,False
Blah Blah Blah (feat. 3OH!3),Kesha,dance pop,2010,120,84,75,-3,42,52,172,8,12,62,False
Imma Be,The Black Eyed Peas,dance pop,2010,92,52,60,-7,31,41,258,18,37,62,False
Try Sleeping with a Broken Heart,Alicia Keys,hip pop,2010,111,82,50,-5,13,55,249,16,11,62,False
Sexy Bitch (feat. Akon),David Guetta,dance pop,2010,130,63,81,-5,13,80,196,8,5,61,False
Bound To You - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,dance pop,2010,164,41,29,-5,13,7,264,83,3,61,False
If I Had You,Adam Lambert,australian pop,2010,131,91,65,-4,37,79,228,1,11,59,False
Rock That Body,The Black Eyed Peas,dance pop,2010,125,91,72,-6,43,84,269,2,10,59,False
Dog Days Are Over,Florence + The Machine,art pop,2010,150,81,50,-5,12,26,253,3,9,58,False
Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,dance pop,2010,150,85,51,-4,12,72,185,47,27,58,False
Doesn't Mean Anything,Alicia Keys,hip pop,2010,104,41,71,-7,10,10,273,4,3,57,False
Hard,Rihanna,barbadian pop,2010,182,75,31,-4,65,16,251,1,11,57,False
Loca,Shakira,colombian pop,2010,112,87,80,-4,9,85,193,19,7,56,False
You Lost Me,Christina Aguilera,dance pop,2010,43,39,23,-6,14,7,257,85,4,56,False
Not Myself Tonight,Christina Aguilera,dance pop,2010,120,81,76,-5,56,54,186,0,4,55,False
Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,2010,91,95,64,-4,18,57,220,6,7,52,False
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,2010,120,86,66,-3,8,65,221,3,11,52,False
Castle Walls (feat. Christina Aguilera),T.I.,atl hip hop,2010,80,86,45,-5,26,58,329,7,39,49,False
Break Your Heart,Taio Cruz,dance pop,2010,122,90,67,-5,8,63,186,0,3,33,False
Hello,Martin Solveig,big room,2010,128,98,67,-3,10,45,191,1,3,0,False
A Thousand Years,Christina Perri,dance pop,2011,139,41,42,-7,11,16,285,31,3,81,True
Someone Like You,Adele,british soul,2011,135,33,56,-8,10,28,285,89,3,80,True
Give Me Everything,Pitbull,dance pop,2011,129,94,67,-3,30,53,252,19,16,79,False
Just the Way You Are,Bruno Mars,pop,2011,109,84,64,-5,9,43,221,2,4,78,False
Rolling in the Deep,Adele,british soul,2011,105,76,73,-5,5,52,228,13,3,76,False
Run the World (Girls),Beyoncé,dance pop,2011,127,90,73,-4,37,76,236,0,14,76,False
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,pop,2011,128,76,72,-4,32,62,201,1,5,76,False
Love On Top,Beyoncé,dance pop,2011,94,75,65,-5,60,65,267,8,9,76,False
Grenade,Bruno Mars,pop,2011,110,56,71,-7,12,23,223,15,6,75,False
Tonight Tonight,Hot Chelle Rae,dance pop,2011,100,78,69,-5,16,81,200,8,12,75,False
What the Hell,Avril Lavigne,canadian pop,2011,150,93,58,-4,14,88,221,0,5,74,False
Born This Way,Lady Gaga,dance pop,2011,124,83,59,-5,33,49,260,0,16,73,False
Monster,Kanye West,chicago rap,2011,125,69,63,-6,67,10,379,0,20,73,False
Marry You,Bruno Mars,pop,2011,145,83,62,-5,10,48,230,33,4,73,False
Best Thing I Never Had,Beyoncé,dance pop,2011,99,65,55,-4,9,30,254,14,3,73,False
Party Rock Anthem,LMFAO,dance pop,2011,130,74,75,-4,27,35,262,2,16,72,False
We R Who We R,Kesha,dance pop,2011,120,82,74,-5,12,65,205,1,4,72,False
Price Tag,Jessie J,australian pop,2011,175,83,64,-4,27,68,223,3,18,72,False
Good Life,OneRepublic,dance pop,2011,95,69,63,-8,13,65,253,8,5,72,False
Just Can’t Get Enough,The Black Eyed Peas,dance pop,2011,94,63,66,-9,11,26,219,19,18,71,False
On The Floor,Jennifer Lopez,dance pop,2011,130,78,73,-5,7,57,285,11,5,69,False
What's My Name?,Rihanna,barbadian pop,2011,100,79,69,-3,8,58,263,23,7,69,False
Yeah 3x,Chris Brown,dance pop,2011,130,88,71,-3,9,70,242,0,4,69,False
Without You (feat. Usher),David Guetta,dance pop,2011,128,61,61,-4,16,40,208,23,3,68,False
Sexy And I Know It,LMFAO,dance pop,2011,130,86,71,-4,19,80,199,10,32,67,False
The Edge Of Glory,Lady Gaga,dance pop,2011,128,77,58,-6,11,36,321,0,4,67,False
E.T.,Katy Perry,dance pop,2011,152,87,62,-5,37,76,230,2,18,66,False
Till the World Ends,Britney Spears,dance pop,2011,132,71,69,-6,20,45,238,2,7,65,False
I Wanna Go,Britney Spears,dance pop,2011,130,55,70,-7,33,79,210,0,4,64,False
Blow,Kesha,dance pop,2011,120,73,75,-4,7,81,220,0,4,64,False
You And I,Lady Gaga,dance pop,2011,127,70,52,-5,9,52,307,9,5,64,False
Judas,Lady Gaga,dance pop,2011,131,93,66,-4,27,53,249,0,7,63,False
Tonight (I'm Fuckin' You),Enrique Iglesias,dance pop,2011,126,89,65,-4,12,32,232,3,5,63,False
Please Don't Go,Mike Posner,dance pop,2011,120,88,70,-4,13,66,197,0,3,63,False
We Found Love,Rihanna,barbadian pop,2011,128,77,73,-4,11,60,215,3,4,61,False
Marry The Night,Lady Gaga,dance pop,2011,131,88,61,-4,46,38,265,0,6,61,False
1+1,Beyoncé,dance pop,2011,63,38,30,-7,7,26,274,38,3,60,False
Hold It Against Me,Britney Spears,dance pop,2011,133,72,65,-5,24,39,229,1,4,59,False
I'm Into You,Jennifer Lopez,dance pop,2011,84,75,59,-4,8,70,200,2,14,59,False
Papi,Jennifer Lopez,dance pop,2011,120,81,71,-5,37,89,223,13,6,58,False
Cheers (Drink To That),Rihanna,barbadian pop,2011,80,91,58,-4,29,73,262,2,4,58,False
S&M Remix,Rihanna,barbadian pop,2011,128,81,82,-3,5,89,257,5,5,54,False
Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,2011,91,95,64,-4,18,57,220,6,7,52,False
Jar of Hearts,Christina Perri,dance pop,2011,75,35,35,-6,12,9,247,73,3,50,False
Castle Walls (feat. Christina Aguilera),T.I.,atl hip hop,2011,80,86,45,-5,26,58,329,7,39,49,False
Turning Page,Sleeping At Last,acoustic pop,2011,125,38,30,-8,11,19,255,91,3,46,False
Super Bass,Nicki Minaj,dance pop,2011,127,74,77,-7,40,59,201,6,23,38,False
Raise Your Glass,P!nk,dance pop,2011,122,64,68,-7,12,56,208,0,12,38,False
Invading My Mind,Jennifer Lopez,dance pop,2011,129,88,73,-4,32,69,201,2,7,31,False
Moment 4 Life - Album Version (Edited),Nicki Minaj,dance pop,2011,130,88,50,-4,22,37,279,39,38,28,False
Last Friday Night (T.G.I.F.),Katy Perry,dance pop,2011,126,81,65,-4,67,72,231,0,4,27,False
Firework,Katy Perry,dance pop,2011,124,83,64,-5,11,65,228,14,5,25,False
Muny - Album Version (Edited),Nicki Minaj,dance pop,2011,98,72,80,-5,19,53,227,56,33,7,False
Titanium (feat. Sia),David Guetta,dance pop,2012,126,79,60,-4,13,30,245,7,10,80,True
Locked Out of Heaven,Bruno Mars,pop,2012,144,70,73,-4,31,87,233,5,4,79,False
Paradise,Coldplay,permanent wave,2012,140,59,45,-7,8,20,279,5,3,79,False
Payphone,Maroon 5,pop,2012,110,75,74,-5,29,55,231,2,4,79,False
What Makes You Beautiful,One Direction,boy band,2012,125,79,73,-2,6,89,200,1,7,78,False
I Knew You Were Trouble.,Taylor Swift,pop,2012,77,47,62,-7,3,68,220,0,4,77,False
Call Me Maybe,Carly Rae Jepsen,canadian pop,2012,120,58,78,-7,11,66,193,1,4,76,False
Love You Like A Love Song,Selena Gomez & The Scene,dance pop,2012,117,68,86,-4,7,92,188,8,5,76,False
Set Fire to the Rain,Adele,british soul,2012,108,68,61,-4,13,47,242,0,3,76,False
We Are Never Ever Getting Back Together,Taylor Swift,pop,2012,86,68,63,-6,12,75,193,1,9,75,False
Stronger (What Doesn't Kill You),Kelly Clarkson,dance pop,2012,116,94,56,-4,11,68,222,5,5,74,False
Try,P!nk,dance pop,2012,104,63,67,-7,9,55,248,0,3,74,False
Starships,Nicki Minaj,dance pop,2012,125,72,75,-2,25,75,211,14,8,73,False
One More Night,Maroon 5,pop,2012,93,82,72,-3,8,62,220,6,3,73,False
Good Time,Owl City,pop,2012,126,87,56,-4,37,68,206,2,14,73,False
Glad You Came,The Wanted,boy band,2012,127,85,72,-4,11,45,198,3,6,72,False
Beauty And A Beat,Justin Bieber,canadian pop,2012,128,84,60,-5,7,53,228,0,6,72,False
International Love,Pitbull,dance pop,2012,120,86,67,-3,34,65,227,1,5,72,False
Some Nights,fun.,baroque pop,2012,108,74,67,-7,9,39,277,2,5,72,False
Boyfriend,Justin Bieber,canadian pop,2012,97,55,72,-6,13,33,171,4,5,71,False
Part Of Me,Katy Perry,dance pop,2012,130,92,68,-5,7,77,216,0,4,71,False
Domino,Jessie J,australian pop,2012,127,55,76,-5,4,78,232,1,3,69,False
Where Have You Been,Rihanna,barbadian pop,2012,128,85,72,-6,22,44,243,0,9,68,False
Wide Awake,Katy Perry,dance pop,2012,160,68,51,-5,39,57,221,7,4,68,False
The One That Got Away,Katy Perry,dance pop,2012,134,80,69,-4,16,88,227,0,4,67,False
Dance Again,Jennifer Lopez,dance pop,2012,128,86,79,-5,10,71,237,2,7,66,False
Turn Up the Music,Chris Brown,dance pop,2012,130,84,59,-6,16,64,228,0,10,65,False
Lights - Single Version,Ellie Goulding,dance pop,2012,120,80,68,-6,13,78,211,3,4,65,False
We Are Young (feat. Janelle Monáe),fun.,baroque pop,2012,184,64,38,-6,8,74,251,2,8,63,False
Diamonds,Rihanna,barbadian pop,2012,92,71,56,-5,11,39,225,0,5,61,False
Don't Stop the Party (feat. TJR),Pitbull,dance pop,2012,127,96,72,-4,38,95,206,1,9,59,False
You Da One,Rihanna,barbadian pop,2012,127,72,70,-5,13,86,200,50,4,57,False
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,2012,90,80,65,-3,27,80,211,3,10,54,False
It Will Rain,Bruno Mars,pop,2012,150,84,58,-7,8,48,258,34,5,38,False
Blow Me (One Last Kiss),P!nk,dance pop,2012,114,92,60,-3,25,75,256,0,4,0,False
Underneath the Tree,Kelly Clarkson,dance pop,2013,160,81,51,-5,21,69,230,0,5,88,True
Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,True
Story of My Life,One Direction,boy band,2013,121,66,60,-6,12,29,245,23,5,81,True
Just Give Me a Reason (feat. Nate Ruess),P!nk,dance pop,2013,95,55,78,-7,13,44,243,35,5,81,True
Hall of Fame,The Script,celtic rock,2013,85,87,42,-4,12,63,203,7,6,80,True
Roar,Katy Perry,dance pop,2013,180,77,55,-5,35,46,224,0,4,78,False
We Can't Stop,Miley Cyrus,dance pop,2013,80,62,61,-6,37,48,231,1,3,78,False
Don't You Worry Child - Radio Edit,Swedish House Mafia,big room,2013,129,84,61,-3,12,44,213,11,5,78,False
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,electro,2013,116,81,79,-9,10,86,248,4,4,77,False
Wrecking Ball,Miley Cyrus,dance pop,2013,120,42,53,-6,11,35,221,41,3,77,False
Impossible,James Arthur,pop,2013,170,70,38,-5,11,30,209,14,9,77,False
Blurred Lines,Robin Thicke,dance pop,2013,120,60,85,-5,8,84,264,0,4,76,False
Heart Attack,Demi Lovato,dance pop,2013,174,79,50,-5,24,50,211,7,10,76,False
We Are Never Ever Getting Back Together,Taylor Swift,pop,2013,86,68,63,-6,12,75,193,1,9,75,False
Die Young,Kesha,dance pop,2013,128,70,71,-5,22,80,212,0,5,75,False
Clarity,Zedd,complextro,2013,128,78,51,-3,7,18,271,4,7,75,False
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,art pop,2013,126,81,57,-6,13,11,215,2,6,74,False
Under Control,Calvin Harris,dance pop,2013,126,92,54,-3,12,51,184,13,8,74,False
Everybody Talks,Neon Trees,indie pop,2013,155,92,47,-4,31,73,177,0,6,74,False
"Hold On, We're Going Home",Drake,canadian hip hop,2013,100,41,77,-7,7,29,228,0,10,73,False
Best Song Ever,One Direction,boy band,2013,118,88,65,-3,8,49,200,2,5,73,False
Kiss You,One Direction,boy band,2013,90,93,63,-3,32,91,183,2,6,73,False
Sweet Nothing (feat. Florence Welch),Calvin Harris,dance pop,2013,128,93,57,-4,6,58,213,20,11,72,False
Lose Yourself to Dance,Daft Punk,electro,2013,100,66,83,-8,8,67,354,8,6,72,False
Work Bitch,Britney Spears,dance pop,2013,128,82,63,-7,7,85,248,16,16,71,False
Brave,Sara Bareilles,acoustic pop,2013,185,84,55,-4,4,76,221,1,5,71,False
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,dance pop,2013,146,93,63,-4,10,88,258,3,8,70,False
Feel This Moment (feat. Christina Aguilera),Pitbull,dance pop,2013,136,76,67,-4,34,54,230,4,16,70,False
Beneath Your Beautiful,Labrinth,pop,2013,84,52,56,-6,10,23,272,23,4,70,False
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,dance pop,2013,125,68,66,-7,37,25,252,25,4,70,False
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,dance pop,2013,95,53,78,-7,5,66,236,6,29,69,False
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,dance pop,2013,126,75,52,-6,14,16,215,26,4,69,False
The Way,Ariana Grande,dance pop,2013,82,88,65,-3,8,86,227,29,11,68,False
Suit & Tie,Justin Timberlake,dance pop,2013,102,60,80,-4,16,36,326,10,22,68,False
#thatPOWER,will.i.am,dance pop,2013,128,61,80,-6,7,40,280,0,6,68,False
I Love It (feat. Charli XCX),Icona Pop,candy pop,2013,126,91,71,-3,15,82,157,1,3,67,False
Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,dance pop,2013,130,87,72,-3,66,68,209,4,4,67,False
Daylight,Maroon 5,pop,2013,120,67,66,-5,26,37,225,0,3,66,False
Love Somebody,Maroon 5,pop,2013,120,78,68,-6,12,40,230,13,4,65,False
A Little Party Never Killed Nobody (All We Got),Fergie,dance pop,2013,130,62,76,-6,9,52,241,1,18,65,False
Move,Little Mix,dance pop,2013,121,74,85,-5,55,77,224,0,9,63,False
